Категория;Производитель;Артикул;Название;Характеристики;Фото;Цена розн;Цена опт;К-тво
Диски;Tech Line;TL619SW6.5PCD5x120ET46DIA65.1;Techline 619S W6.5 PCD5x120 ET46 DIA65.1;Диаметр диска:16,Разболтовка PCD:5x120,Вылет ET:46,Диаметр отверстия DIA:65.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-619-S.jpg;80,78;74,8;12
Диски;Tech Line;TL619SDW6.5PCD5x120ET46DIA65.1;Techline 619SD W6.5 PCD5x120 ET46 DIA65.1;Диаметр диска:16,Разболтовка PCD:5x120,Вылет ET:46,Диаметр отверстия DIA:65.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-619-SD.jpg;80,78;74,8;12
Диски;Tech Line;TL619BDW6.5PCD5x120ET46DIA65.1;Techline 619BD W6.5 PCD5x120 ET46 DIA65.1;Диаметр диска:16,Разболтовка PCD:5x120,Вылет ET:46,Диаметр отверстия DIA:65.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-619-BD.jpg;80,78;74,8;12
Диски;Tech Line;TL619BDMW6.5PCD5x120ET46DIA65.1;Techline 619BDM W6.5 PCD5x120 ET46 DIA65.1;Диаметр диска:16,Разболтовка PCD:5x120,Вылет ET:46,Диаметр отверстия DIA:65.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-619-BDM.jpg;80,78;74,8;12
Диски;Tech Line;TL619BDW6.5PCD5x118ET46DIA71.1;Techline 619BD W6.5 PCD5x118 ET46 DIA71.1;Диаметр диска:16,Разболтовка PCD:5x118,Вылет ET:46,Диаметр отверстия DIA:71.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-619-BD.jpg;80,78;74,8;12
Диски;Tech Line;TL622SW7.5PCD5x139.7ET10DIA108;Techline 622S W7.5 PCD5x139.7 ET10 DIA108;Диаметр диска:16,Разболтовка PCD:5x139.7,Вылет ET:10,Диаметр отверстия DIA:108;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-6226-S.jpg;90,29;83,6;12
Диски;Tech Line;TL622BDW7.5PCD5x139.7ET10DIA108;Techline 622BD W7.5 PCD5x139.7 ET10 DIA108;Диаметр диска:16,Разболтовка PCD:5x139.7,Вылет ET:10,Диаметр отверстия DIA:108;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-6226-BD.jpg;90,29;83,6;12
Диски;Tech Line;TL634BDMW6PCD4x100ET45DIA67.1;Techline 634BDM W6 PCD4x100 ET45 DIA67.1;Диаметр диска:16,Разболтовка PCD:4x100,Вылет ET:45,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-634-BDM.jpg;76,03;70,4;12
Диски;Tech Line;TL637SW6.5PCD5x112ET38DIA57.1;Techline 637S W6.5 PCD5x112 ET38 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:38,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-637-S.jpg;76,03;70,4;12
Диски;Tech Line;TL637BDW6.5PCD5x114.3ET45DIA67.1;Techline 637BD W6.5 PCD5x114.3 ET45 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:45,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-637-BD.jpg;76,03;70,4;12
Диски;Tech Line;TL637BLMW6.5PCD5x114.3ET45DIA67.1;Techline 637BLM W6.5 PCD5x114.3 ET45 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:45,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-637-BL.jpg;76,03;70,4;12
Диски;Tech Line;TL638BSDW7.5PCD5x112ET35DIA66.6;Techline 638BSD W7.5 PCD5x112 ET35 DIA66.6;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:35,Диаметр отверстия DIA:66.6;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-638-BSD.jpg;83,16;77;12
Диски;Tech Line;TL638SW7.5PCD5x112ET42DIA66.6;Techline 638S W7.5 PCD5x112 ET42 DIA66.6;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:35,Диаметр отверстия DIA:66.6;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-638-S.jpg;83,16;77;12
Диски;Tech Line;TL639SW6.5PCD5x114.3ET40DIA66.1;Techline 639S W6.5 PCD5x114.3 ET40 DIA66.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:40,Диаметр отверстия DIA:66.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-639-S.jpg;80,78;74,8;12
Диски;Tech Line;TL640BDW6.5PCD5x112ET50DIA57.1;Techline 640BD W6.5 PCD5x112 ET50 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:50,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-640-BD.jpg;78,41;72,6;12
Диски;Tech Line;TL642BDW6.5PCD5x114.3ET38DIA67.1;Techline 642BD W6.5 PCD5x114.3 ET38 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:38,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-642-BD.jpg;80,78;74,8;12
Диски;Tech Line;TL642BDW6.5PCD5x114.3ET38DIA73.1;Techline 642BD W6.5 PCD5x114.3 ET38 DIA73.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:38,Диаметр отверстия DIA:73.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-642-BD.jpg;80,78;74,8;12
Диски;Tech Line;TL642BDW6.5PCD5x112ET45DIA57.1;Techline 642BD W6.5 PCD5x112 ET45 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:45,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-642-BD.jpg;80,78;74,8;12
Диски;Tech Line;TL642GRDW6.5PCD5x105ET39DIA56.6;Techline 642GRD W6.5 PCD5x105 ET39 DIA56.6;Диаметр диска:16,Разболтовка PCD:5x105,Вылет ET:39,Диаметр отверстия DIA:56.6;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-642-GRD.jpg;80,78;74,8;12
Диски;Tech Line;TL645SW6.5PCD5x114.3ET45DIA67.1;Techline 645S W6.5 PCD5x114.3 ET45 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:45,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-645-S.jpg;77,98;72,2;12
Диски;Tech Line;TL646SW6.5PCD5x108ET50DIA63.4;Techline 646S W6.5 PCD5x108 ET50 DIA63.4;Диаметр диска:16,Разболтовка PCD:5x108,Вылет ET:50,Диаметр отверстия DIA:63.4;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-646-S.jpg;73,87;68,4;12
Диски;Tech Line;TL646BDW6.5PCD5x108ET50DIA63.4;Techline 646BD W6.5 PCD5x108 ET50 DIA63.4;Диаметр диска:16,Разболтовка PCD:5x108,Вылет ET:50,Диаметр отверстия DIA:63.4;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-646-BD.jpg;73,87;68,4;12
Диски;Tech Line;TL647BDW7PCD6x139.7ET38DIA67.1;Techline 647BD W7 PCD6x139.7 ET38 DIA67.1;Диаметр диска:16,Разболтовка PCD:6x139.7,Вылет ET:38,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-647-BD.jpg;76,03;70,4;12
Диски;Tech Line;TL648BDW6.5PCD5x112ET45DIA57.1;Techline 648BD W6.5 PCD5x112 ET45 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:45,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-648-BD.jpg;75,17;69,6;12
Диски;Tech Line;TL648BDW6.5PCD5x114.3ET45DIA67.1;Techline 648BD W6.5 PCD5x114.3 ET45 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:45,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-648-BD.jpg;75,17;69,6;12
Диски;Tech Line;TL649BDW7PCD5x112ET45DIA57.1;Techline 649BD W7 PCD5x112 ET45 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:45,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-649-BD.jpg;79,92;74;12
Диски;Tech Line;TL649SW7PCD5x112ET45DIA57.1;Techline 649S W7 PCD5x112 ET45 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:45,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-649-S.jpg;79,92;74;12
Диски;Tech Line;TL650SW6.5PCD5x114.3ET41DIA67.1;Techline 650S W6.5 PCD5x114.3 ET41 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:41,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-650-S.jpg;78,84;73;12
Диски;Tech Line;TL650GRDW6.5PCD5x114.3ET46DIA671;Techline 650GRD W6.5 PCD5x114.3 ET46 DIA671;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:46,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-650-GRD.jpg;78,84;73;12
Диски;Tech Line;TL651SW6.5PCD5x114.3ET38DIA67.1;Techline 651S W6.5 PCD5x114.3 ET38 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:38,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-651-SD.jpg;78,84;73;12
Диски;Tech Line;TL651BDW6.5PCD5x114.3ET38DIA67.1;Techline 651BD W6.5 PCD5x114.3 ET38 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:38,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-651-BD.jpg;78,84;73;12
Диски;Tech Line;TL652BDW7.5PCD5x139.7ET0DIA108;Techline 652BD W7.5 PCD5x139.7 ET0 DIA108;Диаметр диска:16,Разболтовка PCD:5x139.7,Вылет ET:0,Диаметр отверстия DIA:108;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-6526-BD.jpg;83,16;77;12
Диски;Tech Line;TL652BLMW7.5PCD5x139.7ET0DIA108;Techline 652BLM W7.5 PCD5x139.7 ET0 DIA108;Диаметр диска:16,Разболтовка PCD:5x139.7,Вылет ET:0,Диаметр отверстия DIA:108;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-6526-BLM.jpg;83,16;77;12
Диски;Tech Line;TL652BDW7.5PCD5x139.7ET10DIA108;Techline 652BD W7.5 PCD5x139.7 ET10 DIA108;Диаметр диска:16,Разболтовка PCD:5x139.7,Вылет ET:10,Диаметр отверстия DIA:108;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-6526-BD.jpg;83,16;77;12
Диски;Tech Line;TL652BDW7.5PCD6x139.7ET10DIA1101;Techline 652BD W7.5 PCD6x139.7 ET10 DIA110.1;Диаметр диска:16,Разболтовка PCD:6x139.7,Вылет ET:10,Диаметр отверстия DIA:110.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-6526-BD.jpg;83,16;77;12
Диски;Tech Line;TL655SW6.5PCD5x114.3ET46DIA67.1;Techline 655S W6.5 PCD5x114.3 ET46 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:46,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-655-S.jpg;77,33;71,6;12
Диски;Tech Line;TL655BDW6.5PCD5x114.3ET46DIA67.1;Techline 655BD W6.5 PCD5x114.3 ET46 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:46,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-655-BD.jpg;77,33;71,6;12
Диски;Tech Line;TL657SLW6.5PCD5x114.3ET50DIA66.1;Techline 657SL W6.5 PCD5x114.3 ET50 DIA66.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:50,Диаметр отверстия DIA:66.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-657-SL.jpg;77,33;71,6;12
Диски;Tech Line;TL657BDW6.5PCD5x114.3ET50DIA66.1;Techline 657BD W6.5 PCD5x114.3 ET50 DIA66.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:50,Диаметр отверстия DIA:66.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-657-BD.jpg;76,03;70,4;12
Диски;Tech Line;TL658SW6.5PCD5x114.3ET45DIA67.1;Techline 658S W6.5 PCD5x114.3 ET45 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:45,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-658-S.jpg;76,90;71,2;12
Диски;Tech Line;TL659SW6.5PCD5x112ET45DIA57.1;Techline 659S W6.5 PCD5x112 ET45 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:45,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-659-S.jpg;81,65;75,6;12
Диски;Tech Line;TL659BDW6.5PCD5x112ET45DIA57.1;Techline 659BD W6.5 PCD5x112 ET45 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:45,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-659-BD.jpg;81,65;75,6;12
Диски;Tech Line;TL659SW6.5PCD5x108ET50DIA63.4;Techline 659S W6.5 PCD5x108 ET50 DIA63.4;Диаметр диска:16,Разболтовка PCD:5x108,Вылет ET:60,Диаметр отверстия DIA:63.4;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-659-S.jpg;81,65;75,6;12
Диски;Tech Line;TL659BDW6.5PCD5x114.3ET45DIA67.1;Techline 659BD W6.5 PCD5x114.3 ET45 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:45,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-659-BD.jpg;81,65;75,6;12
Диски;Tech Line;TL666BDW6.5PCD5x114.3ET38DIA67.1;Techline 666BD W6.5 PCD5x114.3 ET38 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:38,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-666-BD.jpg;75,17;69,6;12
Диски;Tech Line;TL666SW6.5PCD5x112ET38DIA57.1;Techline 666S W6.5 PCD5x112 ET38 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:38,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-666-S.jpg;75,17;69,6;12
Диски;Tech Line;TL666BDW6.5PCD5x112ET38DIA57.1;Techline 666BD W6.5 PCD5x112 ET38 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:38,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-666-BD.jpg;75,17;69,6;12
Диски;Tech Line;TL667BDW6PCD4x108ET37DIA63.4;Techline 667BD W6 PCD4x108 ET37 DIA63.4;Диаметр диска:16,Разболтовка PCD:4x108,Вылет ET:37,Диаметр отверстия DIA:63.4;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-667-BD.jpg;73,87;68,4;12
Диски;Tech Line;TL1602BLW6.5PCD5x114.3ET40DIA671;Techline 1602BL W6.5 PCD5x114.3 ET40 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:40,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-1602-BL.jpg;69,98;64,8;12
Диски;Tech Line;TL1603SLW6.5PCD5x100ET37DIA67.1;Techline 1603SL W6.5 PCD5x100 ET37 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x100,Вылет ET:37,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-1603-SL.jpg;71,28;66;12
Диски;Tech Line;TL1603BDW6.5PCD5x100ET42DIA67.1;Techline 1603BD W6.5 PCD5x100 ET42 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x100,Вылет ET:42,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-1603-BD.jpg;71,28;66;12
Диски;Tech Line;TL1603BDW6.5PCD5x112ET45DIA57.1;Techline 1603BD W6.5 PCD5x112 ET45 DIA57.1;Диаметр диска:16,Разболтовка PCD:5x112,Вылет ET:45,Диаметр отверстия DIA:57.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-1603-BD.jpg;71,28;66;12
Диски;Tech Line;TL1603BLW6.5PCD5x114.3ET45DIA671;Techline 1603BL W6.5 PCD5x114.3 ET45 DIA67.1;Диаметр диска:16,Разболтовка PCD:5x114.3,Вылет ET:45,Диаметр отверстия DIA:67.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-1603-BL.jpg;71,28;66;12
Диски;Tech Line;TL1604SW6.5PCD4x108ET31DIA65.1;Techline 1604S W6.5 PCD4x108 ET31 DIA65.1;Диаметр диска:16,Разболтовка PCD:4x108,Вылет ET:31,Диаметр отверстия DIA:65.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-1604-S.jpg;74,30;68,8;12
Диски;Tech Line;TL1604SW6.5PCD4x108ET31DIA65.1;Techline 1604S W6.5 PCD4x108 ET31 DIA65.1;Диаметр диска:16,Разболтовка PCD:4x108,Вылет ET:31,Диаметр отверстия DIA:65.1;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-1604-S.jpg;74,30;68,8;12
Диски;Tech Line;TL1612SLW6.5PCD5x108ET50DIA63.4;Techline 1612SL W6.5 PCD5x108 ET50 DIA63.4;Диаметр диска:16,Разболтовка PCD:5x108,Вылет ET:50,Диаметр отверстия DIA:63.4;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-1612-SL.jpg;76,03;70,4;12
Диски;Tech Line;TL1612BDW6.5PCD5x108ET50DIA63.4;Techline 1612BD W6.5 PCD5x108 ET50 DIA63.4;Диаметр диска:16,Разболтовка PCD:5x108,Вылет ET:50,Диаметр отверстия DIA:63.4;http://www.techlinedisk.ru/photo/disks/tech-line/tech-line-1612-BD.jpg;76,03;70,4;12
